,tanggal,stasiun,pm10,pm25,so2,co,o3,no2,max,critical,co2
638,2022-10-01,DKI3 (Jagakarsa),64,100,50,12,28,27,100,PM25,1440
639,2022-10-02,DKI3 (Jagakarsa),54,76,50,8,32,14,76,PM25,960
640,2022-10-03,DKI3 (Jagakarsa),52,72,50,9,36,11,72,PM25,1080
641,2022-10-04,DKI3 (Jagakarsa),42,65,51,7,36,10,65,PM25,840
642,2022-10-05,DKI3 (Jagakarsa),48,67,51,6,34,11,67,PM25,720
643,2022-10-06,DKI3 (Jagakarsa),44,62,50,7,28,11,62,PM25,840
644,2022-10-07,DKI3 (Jagakarsa),48,48,48,48,48,48,0,,5760
645,2022-10-08,DKI3 (Jagakarsa),45,63,51,7,38,11,63,PM25,840
646,2022-10-09,DKI3 (Jagakarsa),55,77,51,9,40,14,77,PM25,1080
647,2022-10-10,DKI3 (Jagakarsa),58,79,51,10,39,12,79,PM25,1200
648,2022-10-11,DKI3 (Jagakarsa),47,65,51,8,37,11,65,PM25,960
649,2022-10-12,DKI3 (Jagakarsa),52,71,52,9,38,15,71,PM25,1080
650,2022-10-13,DKI3 (Jagakarsa),61,88,51,12,32,17,88,PM25,1440
651,2022-10-14,DKI3 (Jagakarsa),72,107,52,14,40,19,107,PM25,1680
652,2022-10-15,DKI3 (Jagakarsa),64,92,51,15,35,18,92,PM25,1800
653,2022-10-16,DKI3 (Jagakarsa),65,95,51,15,39,18,95,PM25,1800
654,2022-10-17,DKI3 (Jagakarsa),51,66,50,11,24,15,66,PM25,1320
655,2022-10-18,DKI3 (Jagakarsa),45,61,50,15,18,17,61,PM25,1800
656,2022-10-19,DKI3 (Jagakarsa),36,52,51,10,29,12,52,PM25,1200
657,2022-10-20,DKI3 (Jagakarsa),53,74,53,11,29,15,74,PM25,1320
658,2022-10-21,DKI3 (Jagakarsa),58,82,51,15,48,17,82,PM25,1800
659,2022-10-22,DKI3 (Jagakarsa),59,87,52,13,39,21,87,PM25,1560
660,2022-10-23,DKI3 (Jagakarsa),68,102,51,17,47,18,102,PM25,2040
661,2022-10-24,DKI3 (Jagakarsa),62,90,51,13,38,15,90,PM25,1560
662,2022-10-25,DKI3 (Jagakarsa),51,71,51,13,30,15,71,PM25,1560
663,2022-10-26,DKI3 (Jagakarsa),45,64,52,8,33,13,64,PM25,960
664,2022-10-27,DKI3 (Jagakarsa),47,60,51,14,15,18,60,PM25,1680
665,2022-10-28,DKI3 (Jagakarsa),37,31,52,17,13,18,52,SO2,2040
666,2022-10-29,DKI3 (Jagakarsa),48,31,51,12,39,18,51,SO2,1440
667,2022-10-30,DKI3 (Jagakarsa),45,27,48,28,39,48,45,PM10,3360
668,2022-10-31,DKI3 (Jagakarsa),50,71,51,17,27,20,71,PM25,2040
669,2022-11-01,DKI3 (Jagakarsa),50,63,51,16,18,18,63,PM25,1920
670,2022-11-02,DKI3 (Jagakarsa),40,62,51,13,37,18,62,PM25,1560
671,2022-11-03,DKI3 (Jagakarsa),52,74,52,16,36,19,74,PM25,1920
672,2022-11-04,DKI3 (Jagakarsa),52,71,52,17,22,19,71,PM25,2040
673,2022-11-05,DKI3 (Jagakarsa),55,75,52,13,42,20,75,PM25,1560
674,2022-11-06,DKI3 (Jagakarsa),44,61,51,10,24,16,61,PM25,1200
675,2022-11-07,DKI3 (Jagakarsa),33,52,52,17,25,16,52,PM25,2040
676,2022-11-08,DKI3 (Jagakarsa),67,95,51,21,48,24,95,PM25,2520
677,2022-11-09,DKI3 (Jagakarsa),51,62,51,8,14,11,62,PM25,960
678,2022-11-10,DKI3 (Jagakarsa),47,61,51,12,12,14,61,PM25,1440
679,2022-11-11,DKI3 (Jagakarsa),44,61,47,10,30,12,61,PM25,1200
680,2022-11-12,DKI3 (Jagakarsa),43,65,47,13,40,18,65,PM25,1560
681,2022-11-13,DKI3 (Jagakarsa),40,56,47,11,48,11,56,PM25,1320
682,2022-11-14,DKI3 (Jagakarsa),29,53,47,8,48,10,53,PM25,960
683,2022-11-15,DKI3 (Jagakarsa),53,82,47,11,24,11,82,PM25,1320
684,2022-11-16,DKI3 (Jagakarsa),47,66,49,9,28,11,66,PM25,1080
685,2022-11-17,DKI3 (Jagakarsa),55,71,43,9,48,18,71,PM25,1080
686,2022-11-18,DKI3 (Jagakarsa),20,28,41,3,28,5,41,SO2,360
687,2022-11-19,DKI3 (Jagakarsa),37,53,43,6,31,8,53,PM25,720
688,2022-11-20,DKI3 (Jagakarsa),52,76,41,14,29,13,76,PM25,1680
689,2022-11-21,DKI3 (Jagakarsa),29,41,42,4,27,6,42,SO2,480
690,2022-11-22,DKI3 (Jagakarsa),24,30,41,3,29,4,41,SO2,360
691,2022-11-23,DKI3 (Jagakarsa),35,55,42,5,34,7,55,PM25,600
692,2022-11-24,DKI3 (Jagakarsa),63,83,42,12,27,11,83,PM25,1440
693,2022-11-25,DKI3 (Jagakarsa),51,71,41,17,48,10,71,PM25,2040
694,2022-11-26,DKI3 (Jagakarsa),31,41,41,8,48,13,41,PM25,960
695,2022-11-27,DKI3 (Jagakarsa),16,25,41,4,34,6,41,SO2,480
696,2022-11-28,DKI3 (Jagakarsa),29,30,42,7,19,8,42,SO2,840
697,2022-11-29,DKI3 (Jagakarsa),46,31,43,10,35,11,46,PM10,1200
698,2022-11-30,DKI3 (Jagakarsa),53,70,43,12,32,15,70,PM25,1440
699,2022-12-01,DKI3 (Jagakarsa),35,55,42,7,29,9,55,PM25,840
700,2022-12-02,DKI3 (Jagakarsa),54,67,43,9,32,11,67,PM25,1080
701,2022-12-03,DKI3 (Jagakarsa),50,65,45,10,26,13,65,PM25,1200
702,2022-12-04,DKI3 (Jagakarsa),51,66,43,15,27,12,66,PM25,1800
703,2022-12-05,DKI3 (Jagakarsa),62,91,47,17,42,18,91,PM25,2040
704,2022-12-06,DKI3 (Jagakarsa),20,28,44,7,32,10,44,SO2,840
705,2022-12-07,DKI3 (Jagakarsa),39,62,45,17,45,13,62,PM25,2040
706,2022-12-08,DKI3 (Jagakarsa),46,60,46,11,51,16,60,PM25,1320
707,2022-12-09,DKI3 (Jagakarsa),51,65,47,12,48,15,65,PM25,1440
708,2022-12-10,DKI3 (Jagakarsa),38,55,45,8,47,12,55,PM25,960
709,2022-12-11,DKI3 (Jagakarsa),48,63,43,13,48,13,63,PM25,1560
710,2022-12-12,DKI3 (Jagakarsa),53,68,44,11,23,10,68,PM25,1320
711,2022-12-13,DKI3 (Jagakarsa),40,48,44,7,37,11,44,SO2,840
712,2022-12-14,DKI3 (Jagakarsa),54,80,43,16,48,16,80,PM25,1920
713,2022-12-15,DKI3 (Jagakarsa),47,68,43,11,48,15,68,PM25,1320
714,2022-12-16,DKI3 (Jagakarsa),39,59,43,13,48,16,59,PM25,1560
715,2022-12-17,DKI3 (Jagakarsa),35,58,35,10,33,12,58,PM25,1200
716,2022-12-18,DKI3 (Jagakarsa),57,90,34,20,48,23,90,PM25,2400
717,2022-12-19,DKI3 (Jagakarsa),54,74,34,13,43,15,74,PM25,1560
718,2022-12-20,DKI3 (Jagakarsa),49,72,34,14,39,18,72,PM25,1680
719,2022-12-21,DKI3 (Jagakarsa),56,82,34,21,44,24,82,PM25,2520
720,2022-12-22,DKI3 (Jagakarsa),56,78,34,12,44,17,78,PM25,1440
721,2022-12-23,DKI3 (Jagakarsa),33,53,34,9,31,10,53,PM25,1080
722,2022-12-24,DKI3 (Jagakarsa),54,77,33,18,31,13,77,PM25,2160
723,2022-12-25,DKI3 (Jagakarsa),39,59,33,14,36,12,59,PM25,1680
724,2022-12-26,DKI3 (Jagakarsa),75,116,35,23,38,21,116,PM25,2760
725,2022-12-27,DKI3 (Jagakarsa),51,74,48,13,17,18,74,PM25,1560
726,2022-12-28,DKI3 (Jagakarsa),47,54,21,12,20,9,54,PM25,1440
727,2022-12-29,DKI3 (Jagakarsa),60,53,21,15,19,13,60,PM10,1800
728,2022-12-30,DKI3 (Jagakarsa),64,52,21,44,17,48,64,PM10,5280
